East and Central Africa,South Sudan,IPC,"11,903,088",Sep 2014,"11,486,209",96%,Sep 2014 ,"5,525,000",48%,"3,675,000",32%,"1,750,000",15%,"415,000",4%,0 ,0%,"2,165,000",19%,"11,486,209",96%,Oct - Dec 2014,"6,395,000",56%,"3,465,000",30%,"1,260,000",11%,"245,000",2%,0 ,0%,"1,505,000",13%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459589/?iso3=SSD,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\South Sudan\Communication templates\2014\Acute Com_Temp
East and Central Africa,South Sudan,IPC,"11,903,088",Apr 2014,"11,580,689",97%,May 2014 ,"4,508,453",39%,"3,546,953",31%,"2,401,837",21%,"1,123,446",10%,0 ,0%,"3,525,283",30%,"11,580,689",97%,Jun - Aug 2014,"4,310,373",37%,"3,381,684",29%,"2,630,177",23%,"1,258,454",11%,0 ,0%,"3,888,631",34%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459577/?iso3=SSD,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\South Sudan\Communication templates\2014\Acute Com_Temp
East and Central Africa,Sudan,IPC,"43,874,985",Jul 2019,"41,934,359",96%,Jun - Aug 2019,"24,246,158",58%,"11,835,390",28%,"4,809,357",11%,"1,043,453",2%,0 ,0%,"5,852,810",14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152151/,
East and Central Africa,Sudan,IPC,"44,341,533",Oct 2018,"44,341,533",100%,Oct - Dec 2018,"25,000,552",56%,"13,678,911",31%,"4,688,042",11%,"986,174",2%,0 ,0%,"5,674,216",13%,"44,353,679",100%,Jan - Mar 2019,"25,222,988",57%,"13,359,120",30%,"4,675,812",11%,"1,083,613",2%,0 ,0%,"5,759,425",13%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2018
East and Central Africa,Sudan,IPC,"43,874,985",May 2018,"43,874,985",100%,Apr 2018 ,"24,747,476",56%,"13,537,407",31%,"5,076,594",12%,"513,507",1%,0 ,0%,"5,590,101",13%,"43,874,985",100%,May - Jul 2018,"23,958,607",55%,"13,740,579",31%,"5,574,843",13%,"600,956",1%,0 ,0%,"6,175,799",14%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1137790/?iso3=SDN,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2018
East and Central Africa,Sudan,IPC,"42,778,077",Oct 2017,"42,778,077",100%,Oct - Dec 2017,"26,424,182",62%,"12,508,089",29%,"3,694,087",9%,"151,719",0%,0 ,0%,"3,845,806",9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1059433/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2017
East and Central Africa,Sudan,IPC,"42,778,077",Mar 2017,"37,884,561",89%,Apr - Jun 2017,"25,451,880",67%,"9,182,756",24%,"3,084,378",8%,"165,548",0%,0 ,0%,"3,249,926",9%,"37,884,561",89%,Jun - Sep 2017,"24,720,782",65%,"9,732,862",26%,"3,269,071",9%,"161,848",0%,0 ,0%,"3,430,919",9%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1027011/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2017
East and Central Africa,Sudan,IPC,"41,823,493",Oct 2016,"41,823,493",100%,Oct - Dec 2016,"24,349,885",58%,"13,884,767",33%,"3,295,128",8%,"293,713",1%,0 ,0%,"3,588,841",9%,"41,823,493",100%,Jan - Mar 2017,"25,481,989",61%,"13,240,127",32%,"2,858,182",7%,"268,183",1%,0 ,0%,"3,126,365",7%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/457873/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2016\Acute Com_Temp
East and Central Africa,Sudan,IPC,"41,823,493",Apr 2016,"37,127,057",89%,Apr - Jul 2016,"20,639,977",56%,"12,071,725",33%,"4,275,118",12%,"140,237",0%,0 ,0%,"4,415,355",12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459646/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2016\Acute Com_Temp
East and Central Africa,Sudan,IPC,"41,823,493",Sep 2015,"39,773,260",95%,Sep -  Nov 2015,"22,240,129",56%,"13,498,743",34%,"3,683,625",9%,"339,724",1%,0 ,0%,"4,023,349",10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459628/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2015\Acute Com_Temp
East and Central Africa,Sudan,IPC,"41,823,493",Apr 2015,"33,143,642",79%,Apr - Jun 2015,"19,110,777",58%,"12,570,100",38%,"1,332,753",4%,"130,324",0%,0 ,0%,"1,463,077",4%,"33,143,641",79%,Jul - Aug 2015,"19,397,175",59%,"12,446,515",38%,"1,231,108",4%,"57,651",0%,0 ,0%,"1,288,759",4%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459606/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2015\Acute Com_Temp
East and Central Africa,Sudan,IPC,"41,823,493",Aug 2014,"35,188,382",84%,Aug - Oct 2014,"17,614,950",50%,"12,762,451",36%,"3,765,080",11%,"1,045,900",3%,0 ,0%,"4,810,980",14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459599/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2014\Acute Com_Temp
East and Central Africa,Sudan,IPC,"41,823,493",May 2014,"31,964,003",76%,May - Jul 2014,"17,528,525",55%,"10,046,444",31%,"3,693,989",12%,"695,046",2%,0 ,0%,"4,389,035",14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459575/?iso3=SDN,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Sudan\Communication templates\2014\Acute Com_Temp
North Africa and Near East,Tajikistan,IPC,"8,549,000",May 2016,"6,040,295",71%,May 2016 ,"3,017,544",50%,"2,297,221",38%,"715,727",12%,"9,832",0%,0 ,0%,"725,559",12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Africa and Near East,Tajikistan,IPC,"8,549,000",Apr 2015,"5,983,187",70%,Jan - Mar 2015,"3,070,558",51%,"2,253,515",38%,"659,114",11%,0,0%,0 ,0%,"659,114",11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459619/?iso3=TJK,
East and Central Africa,Tanzania,IPC,"55,504,000",Jul 2017,"838,947",2%,Jul - Sep 2017,"137,000",16%,"582,000",69%,"102,000",12%,"18,000",2%,0 ,0%,"120,000",14%,"838,947",2%,Oct - Dec 2017,"137,000",16%,"604,000",72%,"85,000",10%,"12,000",1%,0 ,0%,"97,000",12%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1068778/?iso3=TZA,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Tanzania\Communication templates\2017
East and Central Africa,Tanzania,IPC,"55,504,000",Feb 2017,"28,958,169",52%,Feb - Mar 2017,"13,143,602",45%,"1,067,425",4%,"1,188,603",4%,0,0%,0 ,0%,"1,188,603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1137813/?iso3=TZA,
West Africa,Togo,Cadre Harmonisé,"8,186,000",Mar 2019,"5,575,100",68%,Mar - May 2019,"5,124,251",92%,"450,849",8%,0,0%,0,0%,0 ,0%,0,0%,"5,575,100",68%,Jun - Aug 2019,"5,162,800",93%,"412,300",7%,0,0%,0,0%,0 ,0%,0,0%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2019
West Africa,Togo,Cadre Harmonisé,"7,990,926",Nov 2018,"5,575,100",70%,Oct - Dec 2018,"5,154,664",92%,"416,140",7%,"4,296",0%,0,0%,0 ,0%,"4,296",0%,"5,575,100",70%,Jun - Aug 2019,"5,039,218",90%,"530,162",10%,"5,720",0%,0,0%,0 ,0%,"5,720",0%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2018
West Africa,Togo,Cadre Harmonisé,"7,990,926",Mar 2018,"5,450,000",68%,Mar - May 2018,"4,933,612",91%,"511,658",9%,"4,730",0%,0,0%,0 ,0%,"4,730",0%,"5,450,000",68%,Jun - Aug 2018,"4,819,118",88%,"622,372",11%,"8,510",0%,0,0%,0 ,0%,"8,510",0%,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2034
West Africa,Togo,Cadre Harmonisé,"7,417,000",Oct 2017,"5,408,942",73%,Oct - Dec 2017,"4,898,220",91%,"501,594",9%,"9,128",0%,0,0%,0 ,0%,"9,128",0%,"5,408,942",73%,Jun - Aug 2018,"4,853,056",90%,"527,044",10%,"28,842",1%,0,0%,0 ,0%,"28,842",1%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2032
West Africa,Togo,Cadre Harmonisé,"7,417,000",Mar 2017,"5,345,050",72%,Mar - May 2017,"4,691,781",88%,"632,074",12%,"21,195",0%,0,0%,0 ,0%,"21,195",0%,"5,345,050",72%,Jun - Aug 2017,"4,717,013",88%,"606,229",11%,"21,807",0%,0,0%,0 ,0%,"21,807",0%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2018
West Africa,Togo,Cadre Harmonisé,"7,496,833",Nov 2016,"5,281,331",70%,Oct - Dec 2016,"4,309,115",82%,"946,967",18%,"25,249",0%,0,0%,0 ,0%,"25,249",0%,"5,281,331",70%,Jun - Aug 2017,"4,340,113",82%,"914,506",17%,"26,712",1%,0,0%,0 ,0%,"26,712",1%,,,,,,,,,,,,,,,,,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\WA\West Africa\Communication templates\2029
East and Central Africa,Uganda,IPC,"42,729,000",Oct 2018,"2,584,700",6%,Oct - Dec 2018,"985,792",38%,"1,321,643",51%,"277,265",11%,0,0%,0 ,0%,"277,265",11%,"2,584,700",6%,Jan - Mar 2019,"792,800",31%,"1,316,700",51%,"461,600",18%,"13,600",1%,0 ,0%,"475,200",18%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151994/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Uganda\Communication templates\2018
East and Central Africa,Uganda,IPC,"40,145,000",Nov 2017,"36,090,800",90%,Nov 2017 - Feb 2018,"30,883,880",86%,"4,816,099",13%,"440,821",1%,0,0%,0 ,0%,"440,821",1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1072867/?iso3=UGA,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Uganda\Communication templates\2017
East and Central Africa,Uganda,IPC,"40,145,000",Jan 2017,"35,035,700",87%,Jan -  Mar 2017,"24,171,118",69%,"9,278,398",26%,"1,586,184",5%,0,0%,0 ,0%,"1,586,184",5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1027031/?iso3=UGA,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Uganda\Communication templates\2017
East and Central Africa,Uganda,IPC,"40,145,000",Jul 2016,"37,240,450",93%,Sep - Nov 2016,"30,892,131",83%,"5,958,155",16%,"390,165",1%,0,0%,0 ,0%,"390,165",1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459674/?iso3=UGA,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Uganda\Communication templates\2016\Acute Com_Temp
East and Central Africa,Uganda,IPC,"40,145,000",Nov 2015,"34,891,637",87%,Nov 2015 - Apr 2016,"31,069,977",89%,"3,356,247",10%,"392,909",1%,0,0%,0 ,0%,"392,909",1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1029512/?iso3=UGA,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Uganda\Communication templates\2016\Acute Com_Temp
East and Central Africa,Uganda,IPC,"40,145,000",Jun 2015,"988,429",2%,Jun - Nov 2015,"164,514",17%,"529,000",54%,"238,575",24%,"56,370",6%,0 ,0%,"294,945",30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459622/?iso3=UGA,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ECA\Uganda\Communication templates\2015\Acute Com_Temp
North Africa and Near East,Yemen,IPC,"30,041,712",Jul 2019,"2,382,000",8%,Jul - Sep 2019,"365,500",15%,"770,000",32%,"840,500",35%,"406,000",17%,0 ,0%,"1,246,500",52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152114/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\NA&ME\Yemen\Communication templates\2019
North Africa and Near East,Yemen,IPC,"29,884,585",Dec 2018,"29,884,585",100%,Dec 2018 - Jan 2019,"5,109,500",17%,"8,875,000",30%,"10,879,500",36%,"4,957,000",17%,"63,500 ",0%,"15,900,000",53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151858/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ASIA\Yemen\Communication templates\2018
North Africa and Near East,Yemen,IPC,"29,884,585",Dec 2018,"29,884,585",100%,Dec 2018 - Jan 2019,"3,437,000",12%,"6,323,000",21%,"10,239,000",34%,"9,647,000",32%,"238,000 ",1%,"20,124,000",67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151858/,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\ASIA\Yemen\Communication templates\2019
North Africa and Near East,Yemen,IPC,"28,235,000",Mar 2017,,,Only projection analysis conducted,,,Only projection analysis conducted,,,,Only projection analysis conducted,,Only projection analysis conducted,,,,"28,235,000",100%,Mar-Jul 2017,"5,128,620",18%,"6,139,700",22%,"10,187,750",36%,"6,778,930",24%,0 ,0%,"16,966,680",60%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1026467/?iso3=YEM,
North Africa and Near East,Yemen,IPC,"27,428,000",Jun 2016,"27,428,000",100%,Jun - Sep 2016,"5,101,538",19%,"8,207,183",30%,"7,119,165",26%,"7,000,115",26%,0 ,0%,"14,119,280",51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459641/?iso3=YEM,
North Africa and Near East,Yemen,IPC,"27,428,000",Jun 2015,"26,744,520",98%,Jun - Aug 2015,"13,833,677",52%,Merged with Ph 1,,"6,839,011",26%,"6,071,831",23%,0 ,0%,"12,910,842",48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459617/?iso3=YEM,
North Africa and Near East,Yemen,IPC,"27,428,000",Sep 2014,"26,008,000",95%,Sep 2014 - Feb 2015,"1,462,317",6%,"13,939,013",54%,"5,808,999",22%,"4,797,630",18%,0 ,0%,"10,606,629",41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459595/?iso3=YEM,
Southern Africa,Zambia,IPC,"17,861,000",May 2019,"9,245,232",52%,May - Sep 2019,"4,768,479",52%,"2,819,421",30%,"1,388,571",15%,"268,667",3%,0 ,0%,"1,657,238",18%,"9,479,663",53%,Oct 2019 - Mar 2020,"4,073,759",43%,"3,127,699",33%,"1,866,246",20%,"411,852",4%,0 ,0%,"2,278,098",24%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152117/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Zambia\Communication Briefs\2019
Southern Africa,Zambia,IPC,"17,609,178",Jul 2018,"6,764,146",38%,May - Sep 2018,"4,458,675",66%,"1,479,970",22%,"586,773",9%,"238,728",4%,0 ,0%,"825,501",12%,"6,948,650",39%,Oct 2018 - Mar 2019,"3,806,249",55%,"1,969,946",28%,"839,114",12%,"333,341",5%,0 ,0%,"1,172,455",17%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1151744/,
Southern Africa,Zimbabwe,IPC,"14,645,000",Jun 2019,"9,420,663",64%,Jun - Sep 2019,"4,607,280",49%,"2,486,371",26%,"1,671,467",18%,"623,138",7%,0 ,0%,"2,294,605",24%,"9,420,663",64%,Oct - Dec 2019,"3,159,947",34%,"2,678,585",28%,"2,474,756",26%,"1,105,458",12%,0 ,0%,"3,580,214",38%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1152105/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Zimbabwe\Communication templates\2019
Southern Africa,Zimbabwe,IPC,"14,645,000",Feb 2019,"9,420,663",64%,Feb - May 2019,"3,668,405",39%,"2,873,301",30%,"1,891,777",20%,"987,179",10%,0 ,0%,"2,878,956",31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Zimbabwe\Communication templates\2019
Southern Africa,Zimbabwe,IPC,"14,222,991",Jun 2016,"9,623,278",,Only projection analysis conducted,,,Only projection analysis conducted,,,,Only projection analysis conducted,,,Only projection analysis conducted,,,"9,623,278",68%,Jul 2016 - Mar 2017,"4,142,256",43%,"1,402,094",15%,"3,428,114",36%,"643,418",7%,0 ,0%,"4,071,532",42%,,,,,,,,,,,,,,,,http://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/459651/,S:\IPC_MultiAgency\IPC_Region-Country-Support\Countries_Regions\SA\Zimbabwe\Communication templates\2016\Acute Com_Temp
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,,,#DIV/0!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,,,#DIV/0!,0,,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,,,#DIV/0!,0,,#REF!,#REF!,#REF!,#REF!,,
,,,,,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#DIV/0!,,,,,,,#DIV/0!,0,,#REF!,#REF!,#REF!,#REF!,,
